Year,Month,Monthly Anomaly,Monthly Unc.,Annual Anomaly,Annual Unc.,Five-year Anomaly,Five-year Unc.,Ten-year Anomaly
1884,3,-1.336,0.418,-0.773,0.243,-0.647,0.222,-0.581
1884,4,-1.127,0.38,-0.806,0.245,-0.652,0.224,-0.574
1884,5,-1.168,0.42,-0.792,0.248,-0.652,0.227,-0.571
1884,6,-0.927,0.432,-0.812,0.265,-0.646,0.228,-0.57
1884,7,-0.7,0.507,-0.903,0.285,-0.683,0.235,-0.569
1884,8,-0.568,0.473,-0.928,0.285,-0.702,0.239,-0.567
1884,9,-0.831,0.481,-0.861,0.284,-0.708,0.24,-0.567
1884,10,-0.674,0.36,-0.836,0.296,-0.704,0.238,-0.571
1884,11,-0.935,0.42,-0.806,0.303,-0.706,0.237,-0.574
1884,12,-0.547,0.437,-0.79,0.308,-0.707,0.234,-0.568
1885,1,-1.431,0.567,-0.757,0.313,-0.701,0.232,-0.568
1885,2,-0.881,0.501,-0.756,0.318,-0.711,0.232,-0.562
1885,3,-0.528,0.406,-0.745,0.313,-0.712,0.232,-0.563
1885,4,-0.831,0.491,-0.73,0.312,-0.709,0.232,-0.559
1885,5,-0.801,0.495,-0.711,0.312,-0.699,0.234,-0.564
1885,6,-0.743,0.509,-0.656,0.314,-0.689,0.236,-0.566
1885,7,-0.294,0.587,-0.631,0.326,-0.684,0.233,-0.567
1885,8,-0.563,0.513,-0.675,0.326,-0.68,0.232,-0.57
1885,9,-0.693,0.434,-0.718,0.346,-0.69,0.233,-0.568
1885,10,-0.502,0.341,-0.677,0.335,-0.688,0.233,-0.564
1885,11,-0.699,0.423,-0.658,0.32,-0.691,0.233,-0.57
1885,12,0.11,0.472,-0.651,0.302,-0.698,0.236,-0.572
1886,1,-1.13,0.676,-0.638,0.285,-0.694,0.237,-0.578
1886,2,-1.414,0.479,-0.643,0.276,-0.689,0.237,-0.584
1886,3,-1.042,0.543,-0.631,0.274,-0.684,0.238,-0.585
1886,4,-0.334,0.369,-0.647,0.294,-0.68,0.237,-0.591
1886,5,-0.581,0.377,-0.659,0.294,-0.665,0.241,-0.593
1886,6,-0.652,0.336,-0.669,0.299,-0.665,0.242,-0.592
1886,7,-0.135,0.37,-0.718,0.304,-0.671,0.244,-0.593
1886,8,-0.629,0.396,-0.69,0.315,-0.655,0.247,-0.595
1886,9,-0.55,0.393,-0.664,0.309,-0.632,0.249,-0.595
1886,10,-0.687,0.456,-0.677,0.308,-0.608,0.248,-0.597
1886,11,-0.853,0.42,-0.671,0.302,-0.591,0.245,-0.598
1886,12,0,0.546,-0.673,0.292,-0.578,0.241,-0.594
1887,1,-1.721,0.734,-0.688,0.286,-0.567,0.237,-0.603
1887,2,-1.077,0.53,-0.705,0.28,-0.565,0.234,-0.607
1887,3,-0.734,0.508,-0.69,0.281,-0.56,0.23,-0.612
1887,4,-0.487,0.401,-0.677,0.274,-0.556,0.229,-0.612
1887,5,-0.512,0.37,-0.647,0.263,-0.558,0.23,-0.614
1887,6,-0.679,0.301,-0.707,0.259,-0.557,0.232,-0.611
1887,7,-0.315,0.378,-0.623,0.215,-0.545,0.231,-0.609
1887,8,-0.826,0.383,-0.622,0.202,-0.543,0.234,-0.611
1887,9,-0.375,0.402,-0.635,0.195,-0.551,0.237,-0.612
1887,10,-0.526,0.394,-0.634,0.196,-0.546,0.234,-0.606
1887,11,-0.495,0.354,-0.646,0.208,-0.547,0.232,-0.607
1887,12,-0.724,0.423,-0.638,0.228,-0.545,0.229,-0.602
1888,1,-0.708,0.42,-0.621,0.228,-0.546,0.225,-0.61
1888,2,-1.071,0.404,-0.581,0.236,-0.547,0.222,-0.612
1888,3,-0.89,0.379,-0.578,0.234,-0.544,0.221,-0.613
1888,4,-0.473,0.462,-0.538,0.228,-0.537,0.22,-0.61
1888,5,-0.653,0.445,-0.518,0.242,-0.544,0.221,-0.611
1888,6,-0.578,0.447,-0.481,0.228,-0.557,0.22,-0.613
1888,7,-0.112,0.41,-0.48,0.246,-0.553,0.216,-0.61
1888,8,-0.355,0.413,-0.36,0.254,-0.552,0.214,-0.609
1888,9,-0.339,0.399,-0.282,0.259,-0.543,0.21,-0.605
1888,10,-0.043,0.364,-0.217,0.256,-0.548,0.209,-0.604
1888,11,-0.259,0.483,-0.172,0.244,-0.547,0.209,-0.597
1888,12,-0.27,0.381,-0.136,0.233,-0.546,0.208,-0.599
1889,1,-0.706,0.458,-0.134,0.231,-0.55,0.206,-0.603
1889,2,0.371,0.461,-0.139,0.228,-0.546,0.204,-0.601
1889,3,0.056,0.412,-0.154,0.213,-0.543,0.204,-0.592
1889,4,0.307,0.354,-0.19,0.208,-0.541,0.201,-0.588
1889,5,-0.123,0.335,-0.256,0.206,-0.543,0.2,-0.581
1889,6,-0.146,0.285,-0.274,0.22,-0.542,0.198,-0.578
1889,7,-0.087,0.404,-0.275,0.223,-0.524,0.192,-0.574
1889,8,-0.407,0.385,-0.365,0.221,-0.513,0.19,-0.572
1889,9,-0.523,0.309,-0.458,0.221,-0.517,0.19,-0.569
1889,10,-0.472,0.284,-0.524,0.224,-0.521,0.19,-0.564
1889,11,-1.054,0.419,-0.587,0.234,-0.522,0.192,-0.562
1889,12,-0.486,0.492,-0.629,0.242,-0.514,0.195,-0.561
1890,1,-0.721,0.424,-0.651,0.244,-0.517,0.193,-0.559
1890,2,-0.712,0.516,-0.668,0.242,-0.511,0.193,-0.561
1890,3,-1.056,0.44,-0.667,0.253,-0.511,0.191,-0.562
1890,4,-0.483,0.409,-0.634,0.254,-0.503,0.19,-0.555
1890,5,-0.882,0.381,-0.64,0.258,-0.515,0.191,-0.552
1890,6,-0.647,0.37,-0.655,0.254,-0.515,0.192,-0.549
1890,7,-0.353,0.376,-0.67,0.244,-0.537,0.195,-0.548
1890,8,-0.613,0.387,-0.72,0.225,-0.544,0.198,-0.546
1890,9,-0.512,0.355,-0.674,0.215,-0.535,0.198,-0.542
1890,10,-0.077,0.34,-0.688,0.212,-0.533,0.196,-0.539
1890,11,-1.121,0.424,-0.657,0.209,-0.531,0.194,-0.536
1890,12,-0.666,0.375,-0.654,0.204,-0.528,0.192,-0.538
1891,1,-0.901,0.419,-0.658,0.196,-0.527,0.19,-0.531
1891,2,-1.312,0.348,-0.639,0.195,-0.528,0.19,-0.523
1891,3,-0.505,0.342,-0.627,0.196,-0.527,0.188,-0.522
1891,4,-0.648,0.336,-0.667,0.196,-0.529,0.188,-0.527
1891,5,-0.514,0.354,-0.654,0.19,-0.529,0.184,-0.526
1891,6,-0.613,0.312,-0.596,0.181,-0.533,0.184,-0.521
1891,7,-0.397,0.335,-0.57,0.177,-0.536,0.186,-0.521
1891,8,-0.386,0.365,-0.495,0.184,-0.547,0.183,-0.518
1891,9,-0.362,0.35,-0.535,0.19,-0.552,0.183,-0.515
1891,10,-0.562,0.296,-0.54,0.188,-0.567,0.183,-0.508
1891,11,-0.962,0.368,-0.549,0.19,-0.571,0.183,-0.507
1891,12,0.033,0.3,-0.515,0.197,-0.578,0.184,-0.509
1892,1,-0.595,0.338,-0.519,0.197,-0.581,0.183,-0.5
1892,2,-0.418,0.362,-0.525,0.2,-0.579,0.182,-0.497
1892,3,-0.98,0.426,-0.53,0.192,-0.579,0.183,-0.499
1892,4,-0.711,0.34,-0.485,0.195,-0.573,0.183,-0.495
1892,5,-0.623,0.367,-0.506,0.191,-0.565,0.182,-0.49
1892,6,-0.199,0.351,-0.568,0.208,-0.564,0.18,-0.486
1892,7,-0.442,0.344,-0.69,0.209,-0.572,0.179,-0.484
1892,8,-0.468,0.382,-0.781,0.221,-0.579,0.178,-0.479
1892,9,-0.417,0.309,-0.726,0.214,-0.572,0.177,-0.477
1892,10,-0.022,0.312,-0.694,0.207,-0.565,0.175,-0.473
1892,11,-1.218,0.363,-0.69,0.209,-0.556,0.174,-0.472
1892,12,-0.705,0.517,-0.705,0.205,-0.552,0.173,-0.469
1893,1,-2.057,0.422,-0.671,0.205,-0.549,0.171,-0.461
1893,2,-1.516,0.477,-0.667,0.206,-0.544,0.169,-0.459
1893,3,-0.317,0.33,-0.659,0.211,-0.541,0.167,-0.464
1893,4,-0.331,0.315,-0.669,0.209,-0.541,0.166,-0.464
1893,5,-0.566,0.35,-0.59,0.203,-0.527,0.165,-0.462
1893,6,-0.386,0.306,-0.574,0.186,-0.519,0.167,-0.458
1893,7,-0.038,0.331,-0.474,0.192,-0.508,0.167,-0.459
1893,8,-0.416,0.384,-0.374,0.179,-0.493,0.166,-0.459
1893,9,-0.319,0.322,-0.365,0.185,-0.502,0.165,-0.459
1893,10,-0.14,0.297,-0.39,0.191,-0.506,0.163,-0.463
1893,11,-0.267,0.22,-0.369,0.188,-0.505,0.163,-0.466
1893,12,-0.523,0.329,-0.388,0.187,-0.497,0.163,-0.465
1894,1,-0.856,0.443,-0.406,0.188,-0.492,0.164,-0.459
1894,2,-0.308,0.361,-0.397,0.185,-0.489,0.165,-0.468
1894,3,-0.218,0.442,-0.41,0.185,-0.487,0.162,-0.474
1894,4,-0.626,0.355,-0.408,0.183,-0.474,0.162,-0.476
1894,5,-0.32,0.349,-0.438,0.188,-0.471,0.164,-0.477
1894,6,-0.604,0.326,-0.429,0.196,-0.477,0.167,-0.48
1894,7,-0.258,0.342,-0.458,0.2,-0.477,0.167,-0.48
1894,8,-0.312,0.39,-0.524,0.202,-0.482,0.166,-0.478
1894,9,-0.478,0.327,-0.558,0.191,-0.482,0.164,-0.473
1894,10,-0.111,0.274,-0.513,0.185,-0.47,0.164,-0.468
1894,11,-0.623,0.255,-0.516,0.188,-0.458,0.165,-0.456
1894,12,-0.419,0.351,-0.497,0.186,-0.458,0.164,-0.456
1895,1,-1.206,0.431,-0.49,0.18,-0.452,0.164,-0.459
1895,2,-1.095,0.403,-0.491,0.175,-0.448,0.165,-0.453
1895,3,-0.623,0.348,-0.477,0.171,-0.443,0.164,-0.443
1895,4,-0.087,0.314,-0.477,0.166,-0.443,0.162,-0.439
1895,5,-0.361,0.36,-0.447,0.176,-0.429,0.167,-0.431
1895,6,-0.369,0.3,-0.427,0.177,-0.423,0.16,-0.426
1895,7,-0.176,0.349,-0.348,0.185,-0.385,0.161,-0.424
1895,8,-0.331,0.358,-0.293,0.175,-0.373,0.159,-0.42
1895,9,-0.301,0.303,-0.327,0.175,-0.393,0.161,-0.416
1895,10,-0.115,0.245,-0.393,0.17,-0.395,0.161,-0.412
1895,11,-0.27,0.321,-0.398,0.17,-0.393,0.162,-0.405
1895,12,-0.177,0.325,-0.38,0.172,-0.388,0.162,-0.399
1896,1,-0.256,0.371,-0.374,0.176,-0.392,0.162,-0.395
1896,2,-0.434,0.288,-0.362,0.18,-0.39,0.162,-0.384
1896,3,-1.036,0.346,-0.357,0.176,-0.391,0.161,-0.377
1896,4,-0.88,0.316,-0.331,0.181,-0.396,0.16,-0.37
1896,5,-0.419,0.365,-0.372,0.188,-0.402,0.161,-0.367
1896,6,-0.151,0.332,-0.384,0.192,-0.396,0.163,-0.362
1896,7,-0.101,0.352,-0.416,0.186,-0.382,0.163,-0.359
1896,8,-0.185,0.37,-0.438,0.193,-0.389,0.164,-0.356
1896,9,-0.245,0.291,-0.431,0.189,-0.397,0.164,-0.355
1896,10,0.198,0.273,-0.359,0.191,-0.386,0.166,-0.352
1896,11,-0.759,0.384,-0.317,0.195,-0.384,0.166,-0.345
1896,12,-0.322,0.373,-0.32,0.194,-0.382,0.166,-0.347
1897,1,-0.64,0.338,-0.318,0.192,-0.38,0.167,-0.342
1897,2,-0.702,0.309,-0.321,0.195,-0.376,0.169,-0.335
1897,3,-0.955,0.309,-0.313,0.195,-0.368,0.17,-0.33
1897,4,-0.016,0.309,-0.329,0.188,-0.364,0.17,-0.327
1897,5,0.092,0.377,-0.298,0.193,-0.346,0.172,-0.326
1897,6,-0.182,0.321,-0.302,0.172,-0.348,0.172,-0.326
1897,7,-0.08,0.372,-0.23,0.169,-0.345,0.171,-0.323
1897,8,-0.225,0.391,-0.236,0.176,-0.328,0.172,-0.322
1897,9,-0.148,0.264,-0.283,0.193,-0.314,0.171,-0.322
1897,10,0.002,0.244,-0.318,0.195,-0.314,0.17,-0.325
1897,11,-0.389,0.481,-0.366,0.197,-0.305,0.169,-0.322
1897,12,-0.371,0.265,-0.357,0.195,-0.3,0.168,-0.323
1898,1,0.233,0.409,-0.373,0.189,-0.3,0.168,-0.307
1898,2,-0.778,0.338,-0.38,0.188,-0.296,0.171,-0.292
1898,3,-1.524,0.374,-0.397,0.187,-0.292,0.172,-0.292
1898,4,-0.435,0.351,-0.436,0.189,-0.283,0.171,-0.293
1898,5,-0.482,0.359,-0.456,0.171,-0.283,0.17,-0.292
1898,6,-0.074,0.333,-0.439,0.187,-0.279,0.17,-0.294
1898,7,-0.267,0.338,-0.456,0.189,-0.281,0.169,-0.297
1898,8,-0.317,0.382,-0.455,0.195,-0.275,0.17,-0.297
1898,9,-0.349,0.269,-0.383,0.195,-0.252,0.168,-0.3
1898,10,-0.458,0.246,-0.343,0.221,-0.233,0.169,-0.302
1898,11,-0.635,0.283,-0.321,0.219,-0.229,0.168,-0.304
1898,12,-0.167,0.339,-0.355,0.214,-0.227,0.165,-0.306
1899,1,0.034,0.363,-0.344,0.22,-0.226,0.166,-0.305
1899,2,-0.775,0.362,-0.328,0.229,-0.224,0.165,-0.31
1899,3,-0.655,0.37,-0.295,0.238,-0.223,0.166,-0.314
1899,4,0.04,0.471,-0.247,0.242,-0.23,0.166,-0.314
1899,5,-0.213,0.349,-0.154,0.252,-0.22,0.164,-0.315
1899,6,-0.482,0.305,-0.188,0.25,-0.218,0.161,-0.315
1899,7,-0.139,0.378,-0.275,0.244,-0.206,0.158,-0.317
1899,8,-0.118,0.465,-0.215,0.245,-0.188,0.159,-0.318
1899,9,0.044,0.329,-0.143,0.233,-0.179,0.159,-0.32
1899,10,0.121,0.282,-0.154,0.211,-0.184,0.159,-0.324
1899,11,0.479,0.393,-0.123,0.208,-0.193,0.158,-0.317
1899,12,-0.579,0.372,-0.09,0.203,-0.194,0.156,-0.316
1900,1,-1.009,0.374,-0.091,0.197,-0.195,0.156,-0.309
1900,2,-0.056,0.355,-0.087,0.197,-0.196,0.156,-0.309
1900,3,0.206,0.246,-0.099,0.194,-0.2,0.156,-0.309
1900,4,-0.086,0.292,-0.071,0.187,-0.208,0.155,-0.312
1900,5,0.16,0.329,-0.135,0.18,-0.215,0.151,-0.312
1900,6,-0.092,0.286,-0.08,0.169,-0.224,0.153,-0.312
1900,7,-0.143,0.34,-0.029,0.167,-0.229,0.152,-0.312
1900,8,-0.072,0.404,-0.028,0.155,-0.211,0.153,-0.312
1900,9,-0.1,0.294,-0.02,0.149,-0.191,0.15,-0.312
1900,10,0.454,0.233,0.008,0.154,-0.19,0.15,-0.314
1900,11,-0.292,0.295,-0.016,0.153,-0.191,0.149,-0.311
1900,12,0.091,0.3,-0.014,0.15,-0.199,0.147,-0.311
1901,1,-0.397,0.314,-0.004,0.156,-0.201,0.145,-0.313
1901,2,-0.054,0.26,-0.004,0.153,-0.204,0.144,-0.316
1901,3,0.313,0.259,-0.009,0.151,-0.208,0.142,-0.31
1901,4,0.248,0.299,-0.067,0.152,-0.208,0.142,-0.3
1901,5,-0.131,0.353,-0.055,0.147,-0.206,0.142,-0.297
1901,6,-0.068,0.247,-0.082,0.145,-0.215,0.141,-0.297
1901,7,-0.029,0.357,-0.043,0.135,-0.229,0.14,-0.298
1901,8,-0.063,0.351,-0.004,0.141,-0.231,0.138,-0.298
1901,9,-0.16,0.3,-0.067,0.142,-0.232,0.137,-0.299
1901,10,-0.247,0.236,-0.115,0.138,-0.243,0.133,-0.301
1901,11,-0.151,0.256,-0.139,0.134,-0.247,0.133,-0.299
1901,12,-0.226,0.258,-0.152,0.136,-0.247,0.133,-0.295
1902,1,0.067,0.261,-0.162,0.133,-0.255,0.133,-0.296
1902,2,0.41,0.264,-0.183,0.139,-0.26,0.131,-0.298
1902,3,-0.434,0.237,-0.199,0.138,-0.273,0.131,-0.296
1902,4,-0.328,0.294,-0.217,0.135,-0.283,0.13,-0.301
1902,5,-0.418,0.322,-0.275,0.135,-0.289,0.128,-0.309
1902,6,-0.23,0.256,-0.329,0.143,-0.284,0.127,-0.314
1902,7,-0.143,0.335,-0.341,0.145,-0.272,0.129,-0.318
1902,8,-0.32,0.412,-0.35,0.151,-0.291,0.127,-0.32
1902,9,-0.355,0.317,-0.34,0.147,-0.304,0.127,-0.322
1902,10,-0.466,0.252,-0.349,0.148,-0.311,0.129,-0.322
1902,11,-0.84,0.253,-0.356,0.148,-0.319,0.128,-0.326
1902,12,-0.878,0.274,-0.386,0.148,-0.323,0.129,-0.328
1903,1,-0.077,0.257,-0.404,0.139,-0.325,0.132,-0.332
1903,2,0.31,0.32,-0.416,0.132,-0.328,0.132,-0.328
1903,3,-0.325,0.23,-0.441,0.124,-0.333,0.131,-0.324
1903,4,-0.426,0.266,-0.438,0.126,-0.345,0.131,-0.324
1903,5,-0.501,0.303,-0.413,0.132,-0.339,0.131,-0.322
1903,6,-0.593,0.251,-0.396,0.135,-0.344,0.13,-0.323
1903,7,-0.362,0.318,-0.459,0.134,-0.345,0.131,-0.322
1903,8,-0.467,0.362,-0.556,0.135,-0.358,0.133,-0.323
1903,9,-0.647,0.317,-0.592,0.139,-0.369,0.136,-0.321
1903,10,-0.434,0.221,-0.606,0.141,-0.367,0.137,-0.32
1903,11,-0.534,0.292,-0.603,0.145,-0.366,0.137,-0.322
1903,12,-0.685,0.305,-0.595,0.146,-0.367,0.139,-0.325
1904,1,-0.831,0.266,-0.612,0.153,-0.37,0.14,-0.335
1904,2,-0.852,0.307,-0.61,0.155,-0.372,0.14,-0.333
1904,3,-0.753,0.291,-0.619,0.173,-0.375,0.14,-0.333
1904,4,-0.596,0.273,-0.623,0.177,-0.371,0.141,-0.339
1904,5,-0.463,0.352,-0.569,0.173,-0.378,0.141,-0.343
1904,6,-0.499,0.283,-0.534,0.17,-0.372,0.142,-0.343
1904,7,-0.567,0.337,-0.488,0.184,-0.385,0.143,-0.344
1904,8,-0.445,0.364,-0.518,0.179,-0.408,0.144,-0.344
1904,9,-0.747,0.283,-0.501,0.177,-0.412,0.144,-0.346
1904,10,-0.492,0.23,-0.494,0.183,-0.417,0.143,-0.348
1904,11,0.115,0.272,-0.481,0.176,-0.425,0.144,-0.35
1904,12,-0.268,0.268,-0.467,0.183,-0.434,0.144,-0.348
1905,1,-0.279,0.406,-0.441,0.193,-0.441,0.144,-0.341
1905,2,-1.2,0.277,-0.428,0.198,-0.444,0.143,-0.344
1905,3,-0.56,0.268,-0.395,0.2,-0.445,0.144,-0.351
1905,4,-0.512,0.341,-0.377,0.2,-0.437,0.145,-0.351
1905,5,-0.307,0.316,-0.382,0.203,-0.437,0.146,-0.355
1905,6,-0.322,0.311,-0.378,0.198,-0.433,0.145,-0.357
1905,7,-0.256,0.389,-0.395,0.192,-0.436,0.146,-0.357
1905,8,-0.292,0.38,-0.361,0.203,-0.446,0.145,-0.358
1905,9,-0.355,0.305,-0.343,0.203,-0.458,0.145,-0.36
1905,10,-0.267,0.251,-0.273,0.2,-0.458,0.145,-0.366
1905,11,0.05,0.287,-0.252,0.205,-0.452,0.145,-0.37
1905,12,-0.212,0.247,-0.235,0.202,-0.446,0.145,-0.378
1906,1,-0.49,0.321,-0.232,0.195,-0.442,0.148,-0.383
1906,2,-0.795,0.341,-0.223,0.189,-0.442,0.149,-0.388
1906,3,-0.341,0.284,-0.223,0.186,-0.434,0.151,-0.398
1906,4,0.335,0.317,-0.2,0.184,-0.433,0.152,-0.403
1906,5,-0.065,0.346,-0.251,0.181,-0.437,0.151,-0.406
1906,6,-0.118,0.297,-0.22,0.186,-0.435,0.151,-0.409
1906,7,-0.218,0.334,-0.242,0.178,-0.441,0.15,-0.411
1906,8,-0.183,0.359,-0.257,0.172,-0.435,0.149,-0.414
1906,9,-0.35,0.275,-0.283,0.166,-0.433,0.149,-0.416
1906,10,0.006,0.242,-0.364,0.161,-0.435,0.149,-0.414
1906,11,-0.56,0.261,-0.434,0.158,-0.438,0.148,-0.414
1906,12,0.153,0.347,-0.485,0.154,-0.438,0.149,-0.414
1907,1,-0.745,0.256,-0.514,0.153,-0.433,0.15,-0.416
1907,2,-0.982,0.277,-0.541,0.155,-0.428,0.15,-0.419
1907,3,-0.648,0.226,-0.546,0.155,-0.419,0.15,-0.423
1907,4,-0.636,0.288,-0.547,0.154,-0.412,0.149,-0.421
1907,5,-0.907,0.319,-0.571,0.155,-0.411,0.149,-0.418
1907,6,-0.728,0.247,-0.634,0.153,-0.413,0.149,-0.416
1907,7,-0.571,0.328,-0.595,0.154,-0.411,0.146,-0.419
1907,8,-0.5,0.372,-0.537,0.152,-0.396,0.148,-0.423
1907,9,-0.413,0.265,-0.572,0.148,-0.397,0.148,-0.428
1907,10,-0.007,0.246,-0.554,0.149,-0.391,0.147,-0.432
1907,11,-0.845,0.284,-0.491,0.145,-0.391,0.148,-0.429
1907,12,-0.606,0.268,-0.446,0.146,-0.392,0.147,-0.426
1908,1,-0.276,0.272,-0.411,0.149,-0.389,0.145,-0.43
1908,2,-0.286,0.259,-0.409,0.15,-0.387,0.144,-0.439
1908,3,-1.067,0.226,-0.385,0.149,-0.387,0.144,-0.443
1908,4,-0.422,0.281,-0.416,0.157,-0.387,0.144,-0.442
1908,5,-0.157,0.299,-0.414,0.157,-0.401,0.144,-0.442
1908,6,-0.185,0.281,-0.409,0.161,-0.413,0.144,-0.441
1908,7,-0.15,0.351,-0.486,0.156,-0.42,0.142,-0.44
1908,8,-0.475,0.384,-0.501,0.155,-0.419,0.14,-0.437
1908,9,-0.131,0.276,-0.466,0.159,-0.428,0.14,-0.435
1908,10,-0.375,0.265,-0.489,0.157,-0.438,0.14,-0.433
1908,11,-0.827,0.261,-0.531,0.161,-0.445,0.14,-0.428
1908,12,-0.541,0.276,-0.557,0.162,-0.45,0.14,-0.419
1909,1,-1.196,0.233,-0.568,0.158,-0.451,0.14,-0.405
1909,2,-0.468,0.266,-0.538,0.156,-0.455,0.141,-0.397
1909,3,-0.645,0.252,-0.544,0.162,-0.457,0.141,-0.394
1909,4,-0.696,0.293,-0.519,0.16,-0.458,0.141,-0.39
1909,5,-0.671,0.321,-0.438,0.16,-0.451,0.14,-0.386
1909,6,-0.494,0.274,-0.422,0.156,-0.456,0.14,-0.382
1909,7,-0.279,0.33,-0.335,0.162,-0.447,0.141,-0.378
1909,8,-0.117,0.372,-0.325,0.167,-0.429,0.14,-0.375
1909,9,-0.202,0.291,-0.322,0.171,-0.434,0.14,-0.371
1909,10,-0.079,0.257,-0.277,0.174,-0.424,0.141,-0.365
1909,11,0.154,0.269,-0.247,0.173,-0.41,0.141,-0.368
1909,12,-0.351,0.259,-0.235,0.173,-0.398,0.142,-0.366
1910,1,-0.159,0.284,-0.219,0.172,-0.398,0.143,-0.366
1910,2,-0.348,0.315,-0.225,0.173,-0.403,0.144,-0.355
1910,3,-0.605,0.289,-0.238,0.169,-0.411,0.145,-0.352
1910,4,-0.156,0.275,-0.253,0.165,-0.426,0.146,-0.344
1910,5,-0.31,0.325,-0.331,0.17,-0.421,0.145,-0.34
1910,6,-0.353,0.275,-0.379,0.172,-0.42,0.146,-0.339
1910,7,-0.089,0.329,-0.443,0.166,-0.424,0.146,-0.337
1910,8,-0.184,0.367,-0.475,0.16,-0.433,0.146,-0.336
1910,9,-0.361,0.275,-0.497,0.156,-0.428,0.147,-0.335
1910,10,-0.253,0.221,-0.508,0.155,-0.425,0.148,-0.335
1910,11,-0.781,0.309,-0.524,0.156,-0.432,0.149,-0.335
1910,12,-0.931,0.274,-0.528,0.159,-0.437,0.149,-0.333
1911,1,-0.933,0.242,-0.545,0.162,-0.437,0.148,-0.329
1911,2,-0.722,0.251,-0.563,0.161,-0.432,0.147,-0.324
1911,3,-0.877,0.267,-0.573,0.161,-0.436,0.149,-0.325
1911,4,-0.281,0.273,-0.553,0.163,-0.432,0.149,-0.329
1911,5,-0.501,0.32,-0.501,0.16,-0.419,0.148,-0.332
1911,6,-0.402,0.295,-0.439,0.16,-0.402,0.148,-0.335
1911,7,-0.293,0.361,-0.376,0.165,-0.369,0.148,-0.336
1911,8,-0.406,0.353,-0.309,0.163,-0.36,0.15,-0.338
1911,9,-0.481,0.283,-0.314,0.159,-0.354,0.15,-0.338
1911,10,-0.009,0.214,-0.293,0.16,-0.346,0.151,-0.34
1911,11,-0.155,0.259,-0.256,0.159,-0.334,0.151,-0.339
1911,12,-0.191,0.275,-0.222,0.156,-0.326,0.151,-0.351
1912,1,-0.183,0.276,-0.249,0.162,-0.322,0.151,-0.349
1912,2,0.088,0.274,-0.28,0.165,-0.323,0.152,-0.347
1912,3,-0.935,0.238,-0.314,0.165,-0.322,0.151,-0.349
1912,4,-0.038,0.29,-0.39,0.169,-0.318,0.15,-0.348
1912,5,-0.052,0.304,-0.423,0.169,-0.326,0.15,-0.347
1912,6,0.005,0.279,-0.454,0.175,-0.32,0.15,-0.347
1912,7,-0.611,0.375,-0.48,0.17,-0.322,0.15,-0.343
1912,8,-0.78,0.371,-0.555,0.177,-0.314,0.151,-0.343
1912,9,-0.888,0.278,-0.54,0.179,-0.306,0.15,-0.342
1912,10,-0.922,0.241,-0.56,0.181,-0.297,0.151,-0.348
1912,11,-0.554,0.238,-0.603,0.182,-0.289,0.151,-0.343
1912,12,-0.556,0.319,-0.641,0.177,-0.286,0.152,-0.349
1913,1,-0.501,0.236,-0.607,0.17,-0.285,0.153,-0.352
1913,2,-0.815,0.35,-0.555,0.164,-0.284,0.152,-0.356
1913,3,-0.748,0.265,-0.509,0.168,-0.283,0.153,-0.351
1913,4,-0.276,0.307,-0.448,0.171,-0.284,0.154,-0.352
1913,5,-0.57,0.311,-0.405,0.172,-0.269,0.153,-0.358
1913,6,-0.457,0.267,-0.317,0.166,-0.254,0.152,-0.361
1913,7,-0.195,0.34,-0.208,0.167,-0.238,0.153,-0.363
1913,8,-0.156,0.35,-0.134,0.173,-0.229,0.154,-0.363
1913,9,-0.34,0.328,-0.098,0.177,-0.221,0.154,-0.364
1913,10,-0.189,0.263,-0.092,0.172,-0.22,0.155,-0.359
1913,11,-0.045,0.264,-0.043,0.168,-0.218,0.156,-0.356
1913,12,0.505,0.258,-0.002,0.171,-0.221,0.156,-0.358
1914,1,0.806,0.23,0.009,0.172,-0.221,0.155,-0.351
1914,2,0.068,0.299,0.009,0.175,-0.22,0.154,-0.35
1914,3,-0.308,0.282,0.022,0.169,-0.219,0.154,-0.349
1914,4,-0.206,0.283,0.052,0.164,-0.223,0.153,-0.342
1914,5,0.014,0.31,0.031,0.162,-0.228,0.151,-0.339
1914,6,0.033,0.289,-0.01,0.162,-0.246,0.151,-0.337
1914,7,-0.053,0.346,-0.1,0.168,-0.25,0.151,-0.335
1914,8,-0.164,0.368,-0.097,0.169,-0.266,0.152,-0.335
1914,9,-0.182,0.275,-0.082,0.168,-0.264,0.151,-0.335
1914,10,0.171,0.212,-0.032,0.168,-0.271,0.15,-0.333
1914,11,-0.297,0.219,-0.02,0.173,-0.285,0.152,-0.339
1914,12,0.018,0.269,-0.039,0.176,-0.296,0.152,-0.34
1915,1,-0.278,0.264,-0.032,0.174,-0.288,0.15,-0.336
1915,2,0.104,0.33,-0.032,0.173,-0.282,0.149,-0.337
1915,3,-0.133,0.268,-0.041,0.176,-0.274,0.149,-0.332
1915,4,0.401,0.307,-0.079,0.177,-0.27,0.148,-0.331
1915,5,0.155,0.342,-0.046,0.18,-0.265,0.147,-0.33
1915,6,-0.19,0.301,-0.05,0.177,-0.278,0.145,-0.33
1915,7,0.026,0.355,-0.025,0.174,-0.281,0.146,-0.33
