Year,Month,Monthly Anomaly,Monthly Unc.,Annual Anomaly,Annual Unc.,Five-year Anomaly,Five-year Unc.,Ten-year Anomaly
1947,12,-0.047,0.178,0.11,0.083,-0.026,0.059,-0.027
1948,1,0.693,0.165,0.117,0.083,-0.027,0.059,-0.022
1948,2,-0.07,0.18,0.12,0.083,-0.041,0.059,-0.021
1948,3,-0.468,0.177,0.118,0.083,-0.045,0.059,-0.016
1948,4,0.093,0.219,0.082,0.081,-0.051,0.059,-0.014
1948,5,0.127,0.263,0.063,0.081,-0.062,0.059,-0.014
1948,6,0.11,0.231,0.05,0.081,-0.055,0.058,-0.01
1948,7,0.018,0.292,0.039,0.081,-0.069,0.058,-0.01
1948,8,-0.045,0.306,0.001,0.082,-0.088,0.057,-0.008
1948,9,0.013,0.229,0.012,0.082,-0.09,0.057,-0.007
1948,10,0.296,0.172,-0.001,0.083,-0.097,0.056,-0.009
1948,11,0.049,0.182,-0.019,0.083,-0.095,0.056,-0.011
1948,12,-0.198,0.17,-0.056,0.083,-0.096,0.056,-0.013
1949,1,0.563,0.155,-0.076,0.084,-0.098,0.056,-0.025
1949,2,-0.527,0.18,-0.081,0.085,-0.095,0.056,-0.029
1949,3,-0.342,0.197,-0.098,0.086,-0.09,0.056,-0.033
1949,4,-0.061,0.234,-0.103,0.086,-0.083,0.056,-0.035
1949,5,-0.089,0.259,-0.107,0.087,-0.083,0.056,-0.038
1949,6,-0.338,0.23,-0.11,0.088,-0.064,0.056,-0.038
1949,7,-0.213,0.298,-0.212,0.088,-0.057,0.056,-0.04
1949,8,-0.108,0.321,-0.213,0.086,-0.055,0.057,-0.041
1949,9,-0.193,0.234,-0.197,0.084,-0.069,0.057,-0.044
1949,10,0.244,0.189,-0.215,0.084,-0.072,0.057,-0.046
1949,11,-0.009,0.177,-0.217,0.084,-0.072,0.057,-0.041
1949,12,-0.228,0.184,-0.203,0.084,-0.072,0.057,-0.04
1950,1,-0.657,0.163,-0.206,0.083,-0.068,0.057,-0.032
1950,2,-0.551,0.159,-0.235,0.081,-0.065,0.057,-0.028
1950,3,-0.146,0.161,-0.233,0.081,-0.064,0.057,-0.033
1950,4,-0.279,0.204,-0.263,0.079,-0.078,0.057,-0.037
1950,5,-0.109,0.231,-0.323,0.078,-0.094,0.057,-0.036
1950,6,-0.167,0.213,-0.316,0.076,-0.094,0.057,-0.035
1950,7,-0.252,0.258,-0.304,0.074,-0.1,0.058,-0.034
1950,8,-0.46,0.235,-0.335,0.071,-0.093,0.058,-0.034
1950,9,-0.162,0.21,-0.347,0.072,-0.08,0.058,-0.036
1950,10,-0.114,0.175,-0.325,0.071,-0.073,0.058,-0.035
1950,11,-0.736,0.132,-0.31,0.071,-0.073,0.058,-0.035
1950,12,-0.143,0.146,-0.321,0.073,-0.074,0.058,-0.034
1951,1,-0.513,0.127,-0.309,0.075,-0.074,0.059,-0.038
1951,2,-0.922,0.131,-0.262,0.076,-0.071,0.059,-0.043
1951,3,-0.293,0.155,-0.232,0.082,-0.07,0.059,-0.046
1951,4,-0.015,0.169,-0.189,0.079,-0.069,0.059,-0.053
1951,5,0.078,0.241,-0.119,0.077,-0.073,0.059,-0.058
1951,6,-0.299,0.23,-0.055,0.078,-0.065,0.059,-0.059
1951,7,-0.114,0.286,0.019,0.081,-0.085,0.059,-0.061
1951,8,0.106,0.267,0.105,0.085,-0.079,0.059,-0.066
1951,9,0.197,0.27,0.094,0.085,-0.078,0.059,-0.068
1951,10,0.408,0.153,0.103,0.088,-0.08,0.059,-0.071
1951,11,0.096,0.144,0.092,0.088,-0.085,0.06,-0.075
1951,12,0.629,0.15,0.111,0.086,-0.081,0.06,-0.071
1952,1,0.378,0.138,0.134,0.083,-0.08,0.059,-0.072
1952,2,0.107,0.177,0.131,0.083,-0.079,0.059,-0.074
1952,3,-0.428,0.182,0.127,0.082,-0.076,0.059,-0.08
1952,4,0.091,0.236,0.083,0.084,-0.075,0.059,-0.084
1952,5,-0.047,0.267,0.017,0.086,-0.067,0.059,-0.085
1952,6,-0.07,0.233,-0.037,0.087,-0.065,0.059,-0.083
1952,7,0.159,0.296,-0.044,0.088,-0.041,0.058,-0.085
1952,8,0.069,0.312,-0.023,0.088,-0.034,0.058,-0.084
1952,9,0.144,0.234,0.04,0.089,-0.044,0.058,-0.083
1952,10,-0.119,0.192,0.074,0.088,-0.044,0.058,-0.088
1952,11,-0.697,0.188,0.088,0.089,-0.046,0.058,-0.088
1952,12,-0.014,0.172,0.1,0.09,-0.043,0.058,-0.083
1953,1,0.3,0.163,0.086,0.091,-0.041,0.058,-0.081
1953,2,0.35,0.189,0.093,0.092,-0.027,0.058,-0.077
1953,3,0.334,0.191,0.089,0.093,-0.028,0.057,-0.072
1953,4,0.498,0.249,0.125,0.092,-0.018,0.057,-0.072
1953,5,0.117,0.273,0.166,0.091,-0.008,0.057,-0.072
1953,6,0.081,0.239,0.193,0.091,-0.012,0.057,-0.076
1953,7,-0.011,0.301,0.117,0.09,-0.006,0.057,-0.076
1953,8,0.153,0.315,0.072,0.089,0.002,0.058,-0.079
1953,9,0.09,0.238,0.022,0.088,-0.001,0.057,-0.081
1953,10,0.322,0.185,-0.036,0.087,-0.009,0.057,-0.082
1953,11,-0.207,0.176,-0.077,0.087,-0.022,0.057,-0.082
1953,12,0.311,0.172,-0.094,0.085,-0.022,0.056,-0.079
1954,1,-0.612,0.164,-0.106,0.084,-0.024,0.055,-0.081
1954,2,-0.195,0.176,-0.122,0.083,-0.037,0.053,-0.075
1954,3,-0.264,0.175,-0.13,0.081,-0.046,0.052,-0.068
1954,4,-0.201,0.216,-0.131,0.081,-0.059,0.052,-0.064
1954,5,-0.373,0.229,-0.074,0.08,-0.066,0.052,-0.063
1954,6,-0.124,0.208,-0.108,0.079,-0.078,0.052,-0.06
1954,7,-0.155,0.247,0.006,0.077,-0.088,0.052,-0.058
1954,8,-0.044,0.259,0.013,0.075,-0.092,0.052,-0.057
1954,9,-0.001,0.204,-0.031,0.073,-0.091,0.052,-0.057
1954,10,0.306,0.167,-0.037,0.072,-0.095,0.05,-0.059
1954,11,0.484,0.161,-0.024,0.07,-0.097,0.049,-0.062
1954,12,-0.101,0.15,-0.013,0.071,-0.094,0.049,-0.059
1955,1,0.755,0.133,-0.012,0.07,-0.101,0.049,-0.053
1955,2,-0.109,0.119,0.023,0.069,-0.102,0.049,-0.044
1955,3,-0.793,0.116,0.009,0.066,-0.103,0.05,-0.052
1955,4,-0.272,0.158,0.022,0.065,-0.098,0.05,-0.052
1955,5,-0.213,0.182,-0.031,0.063,-0.083,0.051,-0.055
1955,6,0.007,0.172,-0.053,0.062,-0.072,0.051,-0.055
1955,7,-0.147,0.186,-0.129,0.062,-0.062,0.051,-0.054
1955,8,0.381,0.212,-0.159,0.062,-0.061,0.05,-0.051
1955,9,-0.171,0.15,-0.132,0.059,-0.065,0.05,-0.05
1955,10,0.456,0.128,-0.148,0.056,-0.071,0.05,-0.047
1955,11,-0.146,0.122,-0.187,0.055,-0.071,0.051,-0.043
1955,12,-0.368,0.107,-0.216,0.056,-0.078,0.05,-0.037
1956,1,-0.155,0.067,-0.222,0.053,-0.078,0.049,-0.03
1956,2,-0.467,0.101,-0.313,0.043,-0.086,0.047,-0.019
1956,3,-0.468,0.097,-0.326,0.043,-0.092,0.046,-0.015
1956,4,-0.462,0.096,-0.392,0.043,-0.096,0.045,-0.013
1956,5,-0.686,0.135,-0.41,0.047,-0.09,0.045,-0.011
1956,6,-0.339,0.142,-0.387,0.046,-0.093,0.044,-0.007
1956,7,-0.215,0.097,-0.391,0.047,-0.077,0.043,-0.007
1956,8,-0.711,0.093,-0.365,0.049,-0.072,0.043,-0.008
1956,9,-0.335,0.085,-0.356,0.05,-0.059,0.044,-0.009
1956,10,-0.329,0.135,-0.328,0.049,-0.048,0.045,-0.012
1956,11,-0.369,0.116,-0.286,0.041,-0.042,0.044,-0.012
1956,12,-0.095,0.057,-0.246,0.037,-0.039,0.044,-0.019
1957,1,-0.193,0.051,-0.254,0.046,-0.035,0.043,-0.019
1957,2,-0.163,0.068,-0.191,0.054,-0.035,0.043,-0.017
1957,3,-0.364,0.073,-0.155,0.06,-0.037,0.043,-0.012
1957,4,-0.124,0.081,-0.116,0.064,-0.044,0.042,-0.011
1957,5,-0.177,0.047,-0.065,0.067,-0.058,0.041,-0.013
1957,6,0.138,0.087,-0.004,0.069,-0.054,0.04,-0.013
1957,7,-0.307,0.207,0.087,0.068,-0.066,0.041,-0.016
1957,8,0.045,0.104,0.135,0.067,-0.055,0.041,-0.018
1957,9,0.096,0.185,0.172,0.067,-0.059,0.041,-0.02
1957,10,0.134,0.149,0.194,0.073,-0.06,0.041,-0.018
1957,11,0.248,0.159,0.22,0.086,-0.065,0.042,-0.011
1957,12,0.637,0.099,0.177,0.084,-0.066,0.042,-0.009
1958,1,0.902,0.072,0.203,0.078,-0.067,0.043,-0.009
1958,2,0.409,0.125,0.171,0.074,-0.075,0.041,-0.006
1958,3,0.077,0.079,0.141,0.063,-0.072,0.042,-0.01
1958,4,0.14,0.145,0.139,0.054,-0.076,0.041,-0.016
1958,5,0.131,0.167,0.131,0.044,-0.078,0.04,-0.02
1958,6,-0.374,0.084,0.09,0.035,-0.062,0.04,-0.022
1958,7,0.01,0.1,0.042,0.031,-0.055,0.04,-0.021
1958,8,-0.337,0.093,0.016,0.028,-0.039,0.039,-0.018
1958,9,-0.272,0.081,0.053,0.036,-0.028,0.039,-0.015
1958,10,0.111,0.073,0.08,0.036,-0.016,0.039,-0.013
1958,11,0.149,0.067,0.068,0.029,-0.001,0.037,-0.008
1958,12,0.146,0.092,0.104,0.03,0.007,0.038,-0.01
1959,1,0.334,0.064,0.109,0.032,0.009,0.039,-0.003
1959,2,0.095,0.068,0.136,0.036,0.021,0.042,-0.004
1959,3,0.519,0.199,0.146,0.041,0.028,0.042,-0.006
1959,4,0.465,0.14,0.129,0.042,0.035,0.041,-0.008
1959,5,-0.018,0.07,0.087,0.038,0.042,0.04,-0.009
1959,6,0.063,0.09,0.083,0.036,0.041,0.038,-0.008
1959,7,0.069,0.142,0.061,0.042,0.05,0.037,-0.007
1959,8,-0.015,0.113,0.099,0.043,0.059,0.036,-0.009
1959,9,-0.154,0.091,-0.034,0.045,0.068,0.037,-0.013
1959,10,-0.087,0.063,-0.097,0.047,0.073,0.037,-0.02
1959,11,-0.359,0.09,-0.137,0.052,0.072,0.038,-0.025
1959,12,0.1,0.117,-0.15,0.06,0.068,0.038,-0.026
1960,1,0.073,0.093,-0.173,0.055,0.07,0.037,-0.031
1960,2,0.549,0.077,-0.177,0.052,0.066,0.036,-0.032
1960,3,-1.079,0.046,-0.164,0.053,0.062,0.035,-0.027
1960,4,-0.285,0.078,-0.138,0.053,0.063,0.035,-0.028
1960,5,-0.504,0.162,-0.133,0.056,0.061,0.034,-0.027
1960,6,-0.095,0.198,-0.092,0.063,0.054,0.032,-0.029
1960,7,-0.201,0.103,-0.073,0.056,0.043,0.03,-0.031
1960,8,-0.064,0.141,-0.082,0.052,0.05,0.029,-0.034
1960,9,-0.001,0.099,0.024,0.048,0.044,0.028,-0.036
1960,10,0.222,0.077,0.069,0.049,0.039,0.026,-0.038
1960,11,-0.289,0.085,0.131,0.04,0.031,0.026,-0.039
1960,12,0.591,0.083,0.152,0.031,0.035,0.026,-0.035
1961,1,0.297,0.08,0.161,0.03,0.037,0.027,-0.035
1961,2,0.445,0.074,0.164,0.039,0.049,0.028,-0.031
1961,3,0.19,0.081,0.174,0.036,0.061,0.03,-0.025
1961,4,0.256,0.115,0.161,0.038,0.071,0.031,-0.023
1961,5,0.24,0.146,0.191,0.038,0.074,0.03,-0.019
1961,6,0.153,0.185,0.126,0.037,0.073,0.029,-0.016
1961,7,-0.089,0.148,0.13,0.038,0.07,0.029,-0.012
1961,8,-0.033,0.192,0.127,0.041,0.065,0.028,-0.007
1961,9,0.127,0.094,0.127,0.045,0.048,0.026,-0.004
1961,10,0.057,0.143,0.119,0.049,0.032,0.025,-0.002
1961,11,0.08,0.073,0.077,0.058,0.024,0.025,-0.001
1961,12,-0.195,0.074,0.057,0.052,0.023,0.025,-0.002
1962,1,0.349,0.07,0.049,0.045,0.02,0.024,0
1962,2,0.411,0.056,0.036,0.044,0.017,0.024,-0.001
1962,3,0.181,0.121,0.015,0.046,0.011,0.024,0.003
1962,4,0.161,0.127,0.025,0.048,0.004,0.024,0.004
1962,5,-0.256,0.104,0.029,0.052,0.008,0.023,0.008
1962,6,-0.09,0.164,0.065,0.051,0.002,0.024,0.004
1962,7,-0.181,0.083,0.057,0.049,0.004,0.023,0.007
1962,8,-0.197,0.119,0.087,0.046,-0.009,0.022,0.005
1962,9,-0.119,0.186,0.052,0.04,0.006,0.021,0.004
1962,10,0.171,0.158,0.022,0.04,0.004,0.02,0.008
1962,11,0.129,0.079,0.015,0.045,0.01,0.019,0.006
1962,12,0.238,0.125,0.012,0.037,0.008,0.018,0.003
1963,1,0.248,0.114,0.036,0.042,0.006,0.018,-0.007
1963,2,0.779,0.068,0.088,0.045,0.006,0.019,-0.011
1963,3,-0.247,0.101,0.136,0.05,-0.001,0.02,-0.005
1963,4,-0.199,0.212,0.176,0.053,0,0.023,-0.005
1963,5,-0.329,0.132,0.198,0.054,0,0.023,-0.009
1963,6,-0.135,0.112,0.182,0.054,-0.008,0.022,-0.008
1963,7,0.116,0.113,0.175,0.052,-0.016,0.022,-0.012
1963,8,0.421,0.118,0.093,0.048,-0.023,0.023,-0.012
1963,9,0.457,0.172,0.07,0.041,-0.023,0.024,-0.015
1963,10,0.656,0.089,0.045,0.027,-0.03,0.024,-0.014
1963,11,0.387,0.095,0.035,0.024,-0.037,0.025,-0.017
1963,12,0.048,0.063,0.043,0.031,-0.039,0.023,-0.022
1964,1,0.163,0.088,0.028,0.024,-0.034,0.021,-0.03
1964,2,-0.208,0.074,-0.027,0.025,-0.035,0.019,-0.038
1964,3,-0.516,0.048,-0.108,0.018,-0.036,0.017,-0.044
1964,4,-0.496,0.049,-0.202,0.015,-0.04,0.016,-0.047
1964,5,-0.459,0.1,-0.248,0.017,-0.043,0.015,-0.046
1964,6,-0.034,0.148,-0.273,0.02,-0.045,0.015,-0.047
1964,7,-0.063,0.082,-0.27,0.022,-0.05,0.015,-0.049
1964,8,-0.24,0.106,-0.271,0.024,-0.062,0.015,-0.049
1964,9,-0.518,0.068,-0.242,0.02,-0.063,0.014,-0.049
1964,10,-0.469,0.061,-0.233,0.023,-0.065,0.015,-0.046
1964,11,-0.165,0.068,-0.209,0.021,-0.056,0.014,-0.04
1964,12,-0.257,0.067,-0.224,0.033,-0.06,0.015,-0.037
1965,1,0.205,0.052,-0.245,0.026,-0.057,0.014,-0.036
1965,2,-0.224,0.065,-0.232,0.029,-0.056,0.015,-0.036
1965,3,-0.173,0.09,-0.222,0.023,-0.054,0.015,-0.027
1965,4,-0.388,0.071,-0.162,0.023,-0.048,0.014,-0.023
1965,5,-0.171,0.075,-0.17,0.024,-0.049,0.014,-0.02
1965,6,-0.212,0.121,-0.141,0.028,-0.049,0.014,-0.019
1965,7,-0.315,0.177,-0.172,0.027,-0.058,0.016,-0.017
1965,8,-0.081,0.058,-0.15,0.026,-0.071,0.017,-0.018
1965,9,-0.396,0.141,-0.119,0.024,-0.054,0.017,-0.016
1965,10,0.245,0.092,-0.103,0.03,-0.049,0.017,-0.017
1965,11,-0.263,0.087,-0.101,0.037,-0.049,0.016,-0.015
1965,12,0.092,0.086,-0.083,0.043,-0.052,0.014,-0.022
1966,1,-0.166,0.051,-0.037,0.035,-0.061,0.016,-0.021
1966,2,0.042,0.054,-0.041,0.031,-0.074,0.017,-0.028
1966,3,0.201,0.099,-0.003,0.034,-0.09,0.018,-0.032
1966,4,-0.196,0.073,-0.036,0.033,-0.098,0.018,-0.035
1966,5,-0.152,0.09,-0.026,0.031,-0.108,0.019,-0.038
1966,6,0.013,0.121,-0.058,0.031,-0.116,0.019,-0.042
1966,7,0.232,0.09,-0.038,0.032,-0.13,0.019,-0.043
1966,8,-0.127,0.101,-0.067,0.035,-0.14,0.019,-0.043
1966,9,0.055,0.132,-0.076,0.036,-0.136,0.019,-0.044
1966,10,-0.143,0.088,-0.054,0.025,-0.125,0.018,-0.043
1966,11,-0.144,0.089,-0.018,0.034,-0.117,0.017,-0.042
1966,12,-0.292,0.105,-0.047,0.036,-0.117,0.018,-0.039
1967,1,0.076,0.072,-0.066,0.039,-0.118,0.018,-0.048
1967,2,-0.308,0.101,-0.068,0.045,-0.115,0.019,-0.057
1967,3,0.095,0.095,-0.074,0.039,-0.108,0.019,-0.06
1967,4,0.062,0.146,-0.016,0.033,-0.096,0.019,-0.061
1967,5,0.28,0.104,0.001,0.029,-0.088,0.018,-0.06
1967,6,-0.328,0.107,0.046,0.026,-0.075,0.019,-0.06
1967,7,-0.002,0.107,0.015,0.027,-0.075,0.019,-0.059
1967,8,-0.15,0.149,0.04,0.027,-0.063,0.018,-0.055
1967,9,-0.01,0.066,0.098,0.029,-0.061,0.019,-0.055
1967,10,0.55,0.063,0.101,0.031,-0.05,0.02,-0.056
1967,11,0.062,0.077,0.048,0.018,-0.05,0.02,-0.06
1967,12,0.245,0.08,0.052,0.016,-0.046,0.021,-0.061
1968,1,-0.292,0.102,0.017,0.015,-0.04,0.021,-0.059
1968,2,-0.014,0.085,-0.003,0.015,-0.042,0.022,-0.06
1968,3,0.787,0.07,-0.046,0.017,-0.032,0.021,-0.054
1968,4,0.096,0.121,-0.075,0.02,-0.034,0.022,-0.047
1968,5,-0.357,0.116,-0.098,0.022,-0.03,0.021,-0.041
1968,6,-0.277,0.062,-0.155,0.02,-0.035,0.021,-0.037
1968,7,-0.425,0.082,-0.187,0.021,-0.027,0.021,-0.037
1968,8,-0.387,0.081,-0.254,0.025,-0.034,0.022,-0.04
1968,9,-0.519,0.126,-0.343,0.02,-0.042,0.022,-0.043
1968,10,0.199,0.089,-0.333,0.021,-0.039,0.022,-0.046
1968,11,-0.22,0.062,-0.302,0.02,-0.039,0.023,-0.048
1968,12,-0.432,0.088,-0.283,0.021,-0.046,0.023,-0.046
1969,1,-0.68,0.092,-0.26,0.021,-0.053,0.023,-0.051
1969,2,-0.812,0.072,-0.232,0.022,-0.051,0.023,-0.054
1969,3,-0.284,0.131,-0.194,0.023,-0.051,0.021,-0.051
1969,4,0.213,0.114,-0.192,0.023,-0.046,0.022,-0.047
1969,5,0.014,0.08,-0.148,0.023,-0.041,0.022,-0.044
1969,6,-0.04,0.085,-0.068,0.023,-0.033,0.021,-0.045
1969,7,-0.157,0.133,0.004,0.025,-0.047,0.022,-0.045
1969,8,-0.047,0.094,0.116,0.026,-0.053,0.022,-0.041
1969,9,-0.068,0.102,0.137,0.024,-0.056,0.022,-0.04
1969,10,0.231,0.054,0.139,0.034,-0.057,0.023,-0.037
1969,11,0.305,0.073,0.126,0.033,-0.065,0.022,-0.037
1969,12,0.528,0.114,0.129,0.043,-0.06,0.022,-0.036
1970,1,0.188,0.103,0.147,0.039,-0.061,0.023,-0.034
1970,2,0.528,0.106,0.134,0.048,-0.054,0.022,-0.03
1970,3,-0.036,0.117,0.157,0.049,-0.056,0.022,-0.026
1970,4,0.236,0.102,0.149,0.054,-0.064,0.023,-0.02
1970,5,-0.14,0.079,0.118,0.053,-0.07,0.023,-0.015
1970,6,0.001,0.151,0.06,0.048,-0.072,0.023,-0.013
1970,7,0.052,0.097,0.072,0.045,-0.06,0.022,-0.01
1970,8,-0.2,0.118,-0.003,0.047,-0.05,0.021,-0.013
1970,9,0.202,0.085,-0.027,0.04,-0.054,0.021,-0.009
1970,10,0.145,0.091,-0.049,0.036,-0.045,0.022,-0.01
1970,11,-0.067,0.064,-0.049,0.04,-0.032,0.022,-0.01
1970,12,-0.174,0.079,-0.082,0.036,-0.022,0.024,-0.01
1971,1,0.329,0.066,-0.103,0.038,-0.013,0.023,-0.006
1971,2,-0.37,0.108,-0.085,0.03,-0.006,0.023,-0.008
1971,3,-0.315,0.046,-0.098,0.025,0.004,0.024,-0.016
1971,4,-0.032,0.082,-0.098,0.029,0.007,0.025,-0.015
1971,5,-0.143,0.116,-0.077,0.031,0.013,0.026,-0.017
1971,6,-0.392,0.088,-0.047,0.032,0.024,0.026,-0.021
1971,7,-0.204,0.12,-0.137,0.037,0.029,0.026,-0.024
1971,8,0.016,0.09,-0.162,0.036,0.032,0.027,-0.026
1971,9,0.049,0.102,-0.145,0.031,0.034,0.027,-0.027
1971,10,0.139,0.107,-0.143,0.03,0.031,0.028,-0.032
1971,11,0.188,0.065,-0.147,0.022,0.028,0.029,-0.034
1971,12,0.193,0.066,-0.115,0.023,0.027,0.03,-0.031
1972,1,-0.761,0.113,-0.107,0.024,0.029,0.029,-0.033
1972,2,-0.669,0.109,-0.082,0.03,0.033,0.031,-0.028
1972,3,-0.104,0.104,-0.1,0.034,0.028,0.031,-0.025
1972,4,-0.016,0.083,-0.104,0.036,0.023,0.032,-0.021
1972,5,-0.183,0.1,-0.146,0.033,0.014,0.032,-0.02
1972,6,-0.01,0.133,-0.152,0.031,0.003,0.032,-0.014
1972,7,-0.114,0.132,-0.054,0.024,0.008,0.031,-0.011
1972,8,0.319,0.095,0.055,0.021,0.002,0.031,-0.007
1972,9,-0.164,0.103,0.108,0.025,0.009,0.029,-0.009
1972,10,0.085,0.126,0.161,0.021,0.01,0.028,-0.014
1972,11,-0.31,0.055,0.212,0.024,0.019,0.028,-0.01
1972,12,0.12,0.08,0.241,0.023,0.02,0.027,-0.011
1973,1,0.417,0.118,0.259,0.02,0.019,0.027,-0.008
1973,2,0.632,0.076,0.236,0.027,0.016,0.027,-0.005
1973,3,0.533,0.078,0.256,0.032,0.014,0.027,-0.009
1973,4,0.62,0.113,0.279,0.032,0.013,0.027,-0.006
1973,5,0.433,0.081,0.317,0.035,0.011,0.027,-0.003
1973,6,0.341,0.106,0.324,0.035,0.015,0.026,-0.003
1973,7,0.105,0.103,0.261,0.032,0.014,0.026,0.001
1973,8,0.033,0.136,0.154,0.036,0.017,0.025,0
1973,9,0.076,0.041,0.098,0.043,0.009,0.025,0.004
1973,10,0.371,0.14,0.047,0.055,0.009,0.024,0.003
1973,11,0.145,0.108,-0.003,0.058,0.005,0.023,0.008
1973,12,0.2,0.074,-0.039,0.055,0.005,0.023,0.012
1974,1,-0.342,0.068,-0.051,0.051,0.006,0.021,0.019
1974,2,-0.655,0.1,-0.04,0.051,0,0.02,0.022
1974,3,-0.14,0.14,-0.072,0.053,-0.004,0.02,0.026
1974,4,0.008,0.102,-0.112,0.052,-0.018,0.02,0.025
1974,5,-0.157,0.064,-0.142,0.048,-0.028,0.02,0.023
1974,6,-0.09,0.072,-0.168,0.051,-0.03,0.02,0.023
1974,7,-0.044,0.075,-0.104,0.051,-0.019,0.02,0.023
1974,8,0.169,0.085,-0.033,0.05,-0.003,0.019,0.023
1974,9,-0.314,0.079,0.012,0.038,0.006,0.019,0.025
1974,10,-0.111,0.1,0.033,0.03,0.015,0.019,0.026
1974,11,-0.217,0.107,0.08,0.03,0.025,0.018,0.025
1974,12,-0.113,0.1,0.094,0.031,0.032,0.017,0.029
1975,1,0.437,0.071,0.098,0.034,0.04,0.016,0.03
1975,2,0.194,0.078,0.053,0.032,0.039,0.016,0.03
1975,3,0.4,0.115,0.085,0.037,0.038,0.016,0.03
1975,4,0.259,0.138,0.102,0.036,0.036,0.016,0.033
1975,5,0.412,0.08,0.105,0.033,0.049,0.015,0.038
1975,6,0.068,0.094,0.117,0.033,0.05,0.015,0.039
1975,7,0.006,0.116,0.104,0.03,0.045,0.014,0.042
1975,8,-0.373,0.08,0.074,0.032,0.039,0.014,0.046
1975,9,0.069,0.059,-0.025,0.024,0.035,0.014,0.047
1975,10,0.098,0.094,-0.051,0.021,0.033,0.014,0.048
1975,11,-0.18,0.064,-0.119,0.016,0.026,0.013,0.054
1975,12,0.033,0.04,-0.158,0.023,0.016,0.013,0.059
1976,1,0.276,0.041,-0.171,0.026,0.015,0.015,0.066
1976,2,-0.158,0.043,-0.168,0.041,0.005,0.015,0.076
1976,3,-0.795,0.075,-0.187,0.04,0.004,0.015,0.086
1976,4,-0.054,0.078,-0.253,0.038,0,0.014,0.091
1976,5,-0.399,0.126,-0.272,0.036,0.002,0.014,0.094
1976,6,-0.4,0.141,-0.271,0.033,0.001,0.015,0.1
1976,7,-0.149,0.194,-0.302,0.031,0.008,0.014,0.105
1976,8,-0.337,0.255,-0.264,0.033,0.013,0.014,0.11
1976,9,-0.162,0.045,-0.163,0.036,0.018,0.014,0.111
1976,10,-0.697,0.154,-0.116,0.032,0.02,0.016,0.111
1976,11,-0.405,0.064,-0.045,0.041,0.019,0.016,0.111
1976,12,0.049,0.054,0.023,0.042,0.02,0.015,0.117
1977,1,-0.098,0.056,0.062,0.03,0.016,0.015,0.123
1977,2,0.291,0.087,0.113,0.02,0.013,0.016,0.13
1977,3,0.421,0.083,0.111,0.022,0.021,0.016,0.127
1977,4,0.511,0.067,0.166,0.025,0.029,0.017,0.128
1977,5,0.453,0.186,0.239,0.027,0.036,0.016,0.13
1977,6,0.42,0.094,0.247,0.031,0.054,0.017,0.129
1977,7,0.319,0.062,0.265,0.033,0.053,0.018,0.131
1977,8,0.265,0.107,0.264,0.033,0.057,0.019,0.128
1977,9,-0.178,0.091,0.255,0.03,0.051,0.019,0.13
1977,10,-0.037,0.106,0.251,0.029,0.056,0.018,0.129
1977,11,0.467,0.067,0.218,0.029,0.057,0.018,0.131
1977,12,0.141,0.084,0.161,0.029,0.058,0.019,0.136
1978,1,0.13,0.068,0.137,0.033,0.064,0.02,0.14
1978,2,0.269,0.081,0.069,0.035,0.076,0.022,0.14
1978,3,0.314,0.069,0.082,0.035,0.079,0.023,0.138
1978,4,0.471,0.095,0.096,0.032,0.083,0.023,0.136
1978,5,0.054,0.07,0.081,0.034,0.096,0.023,0.136
1978,6,-0.267,0.104,0.081,0.035,0.102,0.023,0.134
1978,7,0.03,0.102,0.077,0.036,0.118,0.023,0.133
1978,8,-0.551,0.141,0.024,0.029,0.135,0.022,0.137
1978,9,-0.016,0.075,0.009,0.027,0.163,0.022,0.142
1978,10,0.127,0.042,-0.019,0.028,0.173,0.022,0.141
1978,11,0.289,0.1,-0.039,0.022,0.183,0.021,0.145
1978,12,0.136,0.091,-0.022,0.021,0.195,0.02,0.146
1979,1,0.082,0.057,-0.046,0.025,0.204,0.019,0.151
1979,2,-0.361,0.082,-0.001,0.025,0.221,0.018,0.156
1979,3,0.132,0.073,0.016,0.029,0.226,0.02,0.16
1979,4,0.136,0.101,0.035,0.034,0.24,0.019,0.161
1979,5,-0.193,0.1,0.028,0.04,0.25,0.02,0.168
1979,6,-0.055,0.137,0.096,0.045,0.264,0.021,0.168
1979,7,-0.259,0.097,0.119,0.046,0.265,0.022,0.169
1979,8,-0.011,0.146,0.188,0.047,0.262,0.022,0.168
1979,9,0.185,0.08,0.18,0.042,0.248,0.021,0.171
1979,10,0.352,0.08,0.217,0.038,0.242,0.021,0.173
1979,11,0.209,0.069,0.27,0.038,0.235,0.021,0.173
1979,12,0.95,0.043,0.283,0.037,0.225,0.021,0.17
1980,1,0.356,0.033,0.339,0.036,0.223,0.022,0.17
1980,2,0.469,0.085,0.367,0.036,0.218,0.022,0.164
1980,3,0.04,0.092,0.374,0.036,0.221,0.021,0.162
1980,4,0.578,0.086,0.372,0.044,0.222,0.022,0.162
1980,5,0.448,0.064,0.406,0.045,0.212,0.024,0.16
1980,6,0.099,0.148,0.36,0.046,0.222,0.024,0.16
1980,7,0.404,0.078,0.432,0.047,0.234,0.025,0.157
1980,8,0.333,0.147,0.462,0.046,0.241,0.025,0.162
1980,9,0.262,0.088,0.533,0.046,0.242,0.025,0.16
